,State_Territory,CoC Number,CoC Name,Count Types,Year,Overall Homeless,Overall Homeless Individuals,Overall Chronically Homeless,Sheltered Total Chronically Homeless,Unsheltered Chronically Homeless,Overall Homeless - Female,Overall Homeless - Male,Overall Homeless - Transgender,Overall Homeless - Gender that is not Singularly Female or Male,Overall Homeless - Non-Hispanic/Non-Latin(o)(a)(x),Overall Homeless - Hispanic/Latin(o)(a)(x),Overall Homeless - White,"Overall Homeless - Black, African American, or African",Overall Homeless - Asian or Asian American,"Overall Homeless - American Indian, Alaska Native, or Indigenous",Overall Homeless - Native Hawaiian or Other Pacific Islander,Overall Homeless - Multiple Races,Overall Homeless - Under 18,Overall Homeless - Age 18 to 24,Overall Homeless - Over 24,Sheltered Total Homeless - Male,Sheltered Total Homeless - Transgender,Sheltered Total Homeless - Gender that is not Singularly Female or Male,Sheltered Total Homeless - Non-Hispanic/Non-Latin(o)(a)(x),Sheltered Total Homeless - Hispanic/Latin(o)(a)(x),Sheltered Total Homeless - White,"Sheltered Total Homeless - Black, African American, or African",Sheltered Total Homeless - Asian or Asian American,"Sheltered Total Homeless - American Indian, Alaska Native, or Indigenous",Sheltered Total Homeless - Native Hawaiian or Other Pacific Islander,Sheltered Total Homeless - Multiple Races,Sheltered Total Homeless - Under 18,Sheltered Total Homeless - Age 18 to 24,Sheltered Total Homeless - Over 24,Unsheltered Homeless - Female,Unsheltered Homeless - Male,Unsheltered Homeless - Transgender,Unsheltered Homeless - Gender that is not Singularly Female or Male,Unsheltered Homeless - Non-Hispanic/Non-Latin(o)(a)(x),Unsheltered Homeless - Hispanic/Latin(o)(a)(x),Unsheltered Homeless - White,"Unsheltered Homeless - Black, African American, or African",Unsheltered Homeless - Asian or Asian American,"Unsheltered Homeless - American Indian, Alaska Native, or Indigenous",Unsheltered Homeless - Native Hawaiian or Other Pacific Islander,Unsheltered Homeless - Multiple Races,Unsheltered Homeless - Under 18,Unsheltered Homeless - Age 18 to 24,Unsheltered Homeless - Over 24
5701,Rhode Island,RI-500,Rhode Island Statewide CoC,Sheltered and Unsheltered Count,2016,1160.0,859.0,144.0,141.0,3.0,421.0,738.0,1.0,,924.0,236.0,767.0,291.0,15.0,17.0,3.0,67.0,195.0,89.0,876.0,715.0,1.0,,899.0,224.0,740.0,284.0,13.0,17.0,3.0,66.0,195.0,88.0,840.0,14.0,23.0,0.0,,25.0,12.0,27.0,7.0,2.0,0.0,0.0,1.0,0.0,1.0,36.0
5702,South Carolina,SC-500,Charleston/Low Country CoC,Sheltered and Unsheltered Count,2016,550.0,519.0,142.0,54.0,88.0,135.0,415.0,0.0,,539.0,11.0,200.0,256.0,2.0,0.0,0.0,92.0,17.0,35.0,498.0,223.0,0.0,,281.0,6.0,111.0,143.0,1.0,0.0,0.0,32.0,14.0,8.0,265.0,71.0,192.0,0.0,,258.0,5.0,89.0,113.0,1.0,0.0,0.0,60.0,3.0,27.0,233.0
5703,South Carolina,SC-501,"Greenville, Anderson, Spartanburg/Upstate CoC",Sheltered and Unsheltered Count,2016,1829.0,1187.0,304.0,179.0,125.0,719.0,1108.0,2.0,,1774.0,55.0,963.0,779.0,14.0,10.0,5.0,58.0,417.0,103.0,1309.0,928.0,1.0,,1523.0,46.0,807.0,693.0,6.0,9.0,5.0,49.0,399.0,88.0,1082.0,79.0,180.0,1.0,,251.0,9.0,156.0,86.0,8.0,1.0,0.0,9.0,18.0,15.0,227.0
5704,South Carolina,SC-502,Columbia/Midlands CoC,Sheltered and Unsheltered Count,2016,1350.0,1087.0,313.0,166.0,147.0,434.0,915.0,1.0,,1323.0,27.0,418.0,880.0,4.0,7.0,9.0,32.0,175.0,75.0,1100.0,657.0,1.0,,992.0,23.0,310.0,659.0,1.0,6.0,8.0,31.0,168.0,59.0,788.0,77.0,258.0,0.0,,331.0,4.0,108.0,221.0,3.0,1.0,1.0,1.0,7.0,16.0,312.0
5705,South Carolina,SC-503,"Myrtle Beach, Sumter City & County CoC",Sheltered and Unsheltered Count,2016,1322.0,965.0,229.0,49.0,180.0,503.0,819.0,0.0,,1288.0,34.0,578.0,711.0,1.0,11.0,3.0,18.0,211.0,112.0,999.0,312.0,0.0,,479.0,11.0,226.0,248.0,1.0,4.0,2.0,9.0,93.0,48.0,349.0,325.0,507.0,0.0,,809.0,23.0,352.0,463.0,0.0,7.0,1.0,9.0,118.0,64.0,650.0
5706,South Dakota,SD-500,South Dakota Statewide CoC,Sheltered and Unsheltered Count,2016,1072.0,548.0,44.0,37.0,7.0,456.0,616.0,0.0,,1026.0,46.0,322.0,72.0,2.0,624.0,5.0,47.0,329.0,128.0,615.0,505.0,0.0,,846.0,41.0,302.0,68.0,2.0,465.0,5.0,45.0,287.0,108.0,492.0,74.0,111.0,0.0,,180.0,5.0,20.0,4.0,0.0,159.0,0.0,2.0,42.0,20.0,123.0
5707,Tennessee,TN-500,Chattanooga/Southeast Tennessee CoC,Sheltered and Unsheltered Count,2016,527.0,361.0,91.0,49.0,42.0,217.0,310.0,0.0,,513.0,14.0,314.0,205.0,0.0,2.0,0.0,6.0,96.0,36.0,395.0,253.0,0.0,,438.0,12.0,258.0,185.0,0.0,1.0,0.0,6.0,95.0,31.0,324.0,20.0,57.0,0.0,,75.0,2.0,56.0,20.0,0.0,1.0,0.0,0.0,1.0,5.0,71.0
5708,Tennessee,TN-501,Memphis/Shelby County CoC,Sheltered and Unsheltered Count,2016,1669.0,1121.0,106.0,30.0,76.0,544.0,1120.0,5.0,,1659.0,10.0,361.0,1293.0,1.0,4.0,3.0,7.0,371.0,105.0,1193.0,1015.0,2.0,,1539.0,9.0,336.0,1201.0,1.0,2.0,1.0,7.0,371.0,102.0,1075.0,13.0,105.0,3.0,,120.0,1.0,25.0,92.0,0.0,2.0,2.0,0.0,0.0,3.0,118.0
5709,Tennessee,TN-502,Knoxville/Knox County CoC,Sheltered and Unsheltered Count,2016,748.0,674.0,134.0,55.0,79.0,282.0,464.0,2.0,,729.0,19.0,525.0,180.0,2.0,8.0,1.0,32.0,44.0,45.0,659.0,410.0,2.0,,650.0,17.0,484.0,142.0,2.0,6.0,1.0,32.0,44.0,38.0,585.0,27.0,54.0,0.0,,79.0,2.0,41.0,38.0,0.0,2.0,0.0,0.0,0.0,7.0,74.0
5710,Tennessee,TN-503,Central Tennessee CoC,Sheltered and Unsheltered Count,2016,296.0,227.0,32.0,30.0,2.0,115.0,181.0,0.0,,292.0,4.0,181.0,108.0,0.0,1.0,0.0,6.0,35.0,25.0,236.0,157.0,0.0,,266.0,4.0,171.0,92.0,0.0,1.0,0.0,6.0,35.0,25.0,210.0,2.0,24.0,0.0,,26.0,0.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
5711,Tennessee,TN-504,Nashville-Davidson County CoC,Sheltered and Unsheltered Count,2016,2365.0,2069.0,978.0,406.0,572.0,522.0,1841.0,2.0,,2251.0,114.0,1295.0,975.0,14.0,3.0,9.0,69.0,184.0,82.0,2099.0,1292.0,1.0,,1591.0,101.0,861.0,756.0,12.0,1.0,8.0,54.0,184.0,64.0,1444.0,123.0,549.0,1.0,,660.0,13.0,434.0,219.0,2.0,2.0,1.0,15.0,0.0,18.0,655.0
5712,Tennessee,TN-506,Upper Cumberland CoC,Sheltered and Unsheltered Count,2016,249.0,135.0,30.0,17.0,13.0,127.0,122.0,0.0,,246.0,3.0,222.0,13.0,0.0,0.0,0.0,14.0,62.0,16.0,171.0,90.0,0.0,,185.0,2.0,170.0,10.0,0.0,0.0,0.0,7.0,46.0,14.0,127.0,30.0,32.0,0.0,,61.0,1.0,52.0,3.0,0.0,0.0,0.0,7.0,16.0,2.0,44.0
5713,Tennessee,TN-507,Jackson/West Tennessee CoC,Sheltered and Unsheltered Count,2016,1541.0,1119.0,164.0,14.0,150.0,701.0,840.0,0.0,,1495.0,46.0,1029.0,460.0,4.0,28.0,0.0,20.0,254.0,102.0,1185.0,87.0,0.0,,158.0,5.0,96.0,61.0,0.0,0.0,0.0,6.0,27.0,6.0,130.0,625.0,753.0,0.0,,1337.0,41.0,933.0,399.0,4.0,28.0,0.0,14.0,227.0,96.0,1055.0
5714,Tennessee,TN-509,Appalachian Regional CoC,Sheltered and Unsheltered Count,2016,448.0,366.0,117.0,56.0,61.0,141.0,307.0,0.0,,436.0,12.0,398.0,32.0,0.0,0.0,0.0,18.0,48.0,29.0,371.0,191.0,0.0,,292.0,7.0,263.0,20.0,0.0,0.0,0.0,16.0,47.0,12.0,240.0,33.0,116.0,0.0,,144.0,5.0,135.0,12.0,0.0,0.0,0.0,2.0,1.0,17.0,131.0
5715,Tennessee,TN-510,Murfreesboro/Rutherford County CoC,Sheltered and Unsheltered Count,2016,306.0,238.0,37.0,7.0,30.0,126.0,180.0,0.0,,306.0,0.0,225.0,69.0,0.0,0.0,0.0,12.0,46.0,52.0,208.0,88.0,0.0,,187.0,0.0,127.0,53.0,0.0,0.0,0.0,7.0,34.0,25.0,128.0,27.0,92.0,0.0,,119.0,0.0,98.0,16.0,0.0,0.0,0.0,5.0,12.0,27.0,80.0
5716,Tennessee,TN-512,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",Sheltered and Unsheltered Count,2016,630.0,342.0,93.0,30.0,63.0,285.0,335.0,10.0,,614.0,16.0,590.0,28.0,2.0,1.0,2.0,7.0,158.0,51.0,421.0,146.0,4.0,,304.0,6.0,286.0,17.0,2.0,0.0,0.0,5.0,92.0,20.0,198.0,125.0,189.0,6.0,,310.0,10.0,304.0,11.0,0.0,1.0,2.0,2.0,66.0,31.0,223.0
5717,Texas,TX-500,San Antonio/Bexar County CoC,Sheltered and Unsheltered Count,2016,2781.0,2048.0,521.0,217.0,304.0,1000.0,1763.0,18.0,,1582.0,1199.0,1983.0,659.0,17.0,34.0,13.0,75.0,488.0,163.0,2130.0,892.0,14.0,,944.0,700.0,1185.0,386.0,10.0,21.0,9.0,33.0,452.0,83.0,1109.0,262.0,871.0,4.0,,638.0,499.0,798.0,273.0,7.0,13.0,4.0,42.0,36.0,80.0,1021.0
5718,Texas,TX-503,Austin/Travis County CoC,Sheltered and Unsheltered Count,2016,2138.0,1513.0,742.0,173.0,569.0,745.0,1386.0,7.0,,1480.0,658.0,1314.0,667.0,14.0,29.0,5.0,109.0,424.0,177.0,1537.0,728.0,4.0,,822.0,500.0,741.0,484.0,9.0,7.0,3.0,78.0,420.0,114.0,788.0,155.0,658.0,3.0,,658.0,158.0,573.0,183.0,5.0,22.0,2.0,31.0,4.0,63.0,749.0
5719,Texas,TX-600,"Dallas City & County, Irving CoC",Sheltered and Unsheltered Count,2016,3810.0,2633.0,597.0,464.0,133.0,1912.0,1890.0,8.0,,3307.0,503.0,1263.0,2294.0,41.0,34.0,26.0,152.0,755.0,208.0,2847.0,1735.0,5.0,,2663.0,408.0,949.0,1884.0,36.0,26.0,26.0,150.0,752.0,185.0,2134.0,581.0,155.0,3.0,,644.0,95.0,314.0,410.0,5.0,8.0,0.0,2.0,3.0,23.0,713.0
5720,Texas,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Sheltered and Unsheltered Count,2016,1938.0,1379.0,189.0,109.0,80.0,735.0,1202.0,1.0,,1728.0,210.0,866.0,973.0,21.0,7.0,8.0,63.0,372.0,95.0,1471.0,875.0,0.0,,1362.0,153.0,642.0,809.0,17.0,2.0,5.0,40.0,357.0,63.0,1095.0,95.0,327.0,1.0,,366.0,57.0,224.0,164.0,4.0,5.0,3.0,23.0,15.0,32.0,376.0
5721,Texas,TX-603,El Paso City & County CoC,Sheltered and Unsheltered Count,2016,1100.0,584.0,105.0,69.0,36.0,493.0,607.0,0.0,,311.0,789.0,966.0,95.0,10.0,19.0,7.0,3.0,366.0,71.0,663.0,508.0,0.0,,245.0,742.0,878.0,74.0,10.0,15.0,7.0,3.0,366.0,62.0,559.0,14.0,99.0,0.0,,66.0,47.0,88.0,21.0,0.0,4.0,0.0,0.0,0.0,9.0,104.0
5722,Texas,TX-604,Waco/McLennan County CoC,Sheltered and Unsheltered Count,2016,267.0,120.0,35.0,14.0,21.0,135.0,131.0,1.0,,215.0,52.0,131.0,115.0,0.0,2.0,1.0,18.0,105.0,17.0,145.0,97.0,0.0,,180.0,44.0,109.0,100.0,0.0,0.0,0.0,15.0,103.0,15.0,106.0,8.0,34.0,1.0,,35.0,8.0,22.0,15.0,0.0,2.0,1.0,3.0,2.0,2.0,39.0
5723,Texas,TX-607,Texas Balance of State CoC,Sheltered and Unsheltered Count,2016,6048.0,3898.0,853.0,338.0,515.0,2464.0,3575.0,9.0,,4247.0,1801.0,3896.0,1000.0,101.0,643.0,5.0,403.0,1277.0,531.0,4240.0,1733.0,2.0,,2593.0,1067.0,2207.0,972.0,26.0,113.0,3.0,339.0,1161.0,293.0,2206.0,539.0,1842.0,7.0,,1654.0,734.0,1689.0,28.0,75.0,530.0,2.0,64.0,116.0,238.0,2034.0
5724,Texas,TX-611,Amarillo CoC,Sheltered and Unsheltered Count,2016,592.0,445.0,85.0,79.0,6.0,217.0,375.0,0.0,,460.0,132.0,427.0,113.0,0.0,10.0,3.0,39.0,86.0,36.0,470.0,360.0,0.0,,446.0,126.0,413.0,110.0,0.0,7.0,3.0,39.0,86.0,35.0,451.0,5.0,15.0,0.0,,14.0,6.0,14.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,19.0
5725,Texas,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Sheltered and Unsheltered Count,2016,256.0,204.0,36.0,36.0,0.0,124.0,132.0,0.0,,248.0,8.0,188.0,68.0,0.0,0.0,0.0,0.0,40.0,18.0,198.0,114.0,0.0,,226.0,8.0,174.0,60.0,0.0,0.0,0.0,0.0,40.0,18.0,176.0,4.0,18.0,0.0,,22.0,0.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
5726,Texas,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Sheltered and Unsheltered Count,2016,4031.0,3055.0,516.0,132.0,384.0,1439.0,2587.0,5.0,,3465.0,566.0,1676.0,2084.0,28.0,65.0,11.0,167.0,646.0,272.0,3113.0,1593.0,1.0,,2448.0,387.0,1116.0,1621.0,17.0,20.0,5.0,56.0,638.0,197.0,2000.0,198.0,994.0,4.0,,1017.0,179.0,560.0,463.0,11.0,45.0,6.0,111.0,8.0,75.0,1113.0
5727,Texas,TX-701,"Bryan, College Station/Brazos Valley CoC",Sheltered and Unsheltered Count,2016,161.0,80.0,10.0,6.0,4.0,70.0,91.0,0.0,,137.0,24.0,85.0,75.0,1.0,0.0,0.0,0.0,56.0,8.0,97.0,82.0,0.0,,127.0,23.0,80.0,69.0,1.0,0.0,0.0,0.0,53.0,8.0,89.0,2.0,9.0,0.0,,10.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0
5728,Utah,UT-500,Salt Lake City & County CoC,Sheltered and Unsheltered Count,2016,1891.0,1260.0,164.0,161.0,3.0,642.0,1242.0,7.0,,1461.0,430.0,1430.0,204.0,23.0,118.0,25.0,91.0,398.0,111.0,1382.0,1193.0,6.0,,1415.0,419.0,1384.0,201.0,23.0,114.0,24.0,88.0,398.0,108.0,1328.0,7.0,49.0,1.0,,46.0,11.0,46.0,3.0,0.0,4.0,1.0,3.0,0.0,3.0,54.0
5729,Utah,UT-503,Utah Balance of State CoC,Sheltered and Unsheltered Count,2016,738.0,461.0,17.0,14.0,3.0,311.0,427.0,0.0,,616.0,122.0,645.0,35.0,6.0,26.0,7.0,19.0,187.0,53.0,498.0,324.0,0.0,,485.0,115.0,518.0,32.0,6.0,19.0,7.0,18.0,177.0,39.0,384.0,35.0,103.0,0.0,,131.0,7.0,127.0,3.0,0.0,7.0,0.0,1.0,10.0,14.0,114.0
5730,Utah,UT-504,Provo/Mountainland CoC,Sheltered and Unsheltered Count,2016,178.0,107.0,9.0,5.0,4.0,90.0,88.0,0.0,,146.0,32.0,164.0,3.0,0.0,3.0,0.0,8.0,53.0,15.0,110.0,62.0,0.0,,111.0,26.0,127.0,3.0,0.0,2.0,0.0,5.0,53.0,11.0,73.0,15.0,26.0,0.0,,35.0,6.0,37.0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,37.0
5731,Virginia,VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",Sheltered and Unsheltered Count,2016,762.0,624.0,94.0,81.0,13.0,188.0,571.0,3.0,,746.0,16.0,255.0,485.0,3.0,1.0,1.0,17.0,85.0,51.0,626.0,515.0,3.0,,679.0,13.0,215.0,457.0,2.0,1.0,1.0,16.0,85.0,47.0,560.0,14.0,56.0,0.0,,67.0,3.0,40.0,28.0,1.0,0.0,0.0,1.0,0.0,4.0,66.0
5732,Virginia,VA-501,"Norfolk, Chesapeake, Suffolk/Isle of Wight, Southampton Counties CoC",Sheltered and Unsheltered Count,2016,723.0,526.0,34.0,28.0,6.0,226.0,497.0,0.0,,707.0,16.0,167.0,522.0,2.0,1.0,1.0,30.0,127.0,44.0,552.0,438.0,0.0,,625.0,13.0,148.0,459.0,2.0,1.0,1.0,27.0,115.0,39.0,484.0,26.0,59.0,0.0,,82.0,3.0,19.0,63.0,0.0,0.0,0.0,3.0,12.0,5.0,68.0
5733,Virginia,VA-502,"Roanoke City & County, Salem CoC",Sheltered and Unsheltered Count,2016,308.0,218.0,73.0,71.0,2.0,110.0,198.0,0.0,,293.0,15.0,161.0,142.0,0.0,1.0,0.0,4.0,47.0,24.0,237.0,192.0,0.0,,286.0,15.0,156.0,140.0,0.0,1.0,0.0,4.0,47.0,24.0,230.0,1.0,6.0,0.0,,7.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
5734,Virginia,VA-503,Virginia Beach CoC,Sheltered and Unsheltered Count,2016,389.0,234.0,27.0,19.0,8.0,179.0,209.0,1.0,,359.0,30.0,144.0,228.0,1.0,3.0,2.0,11.0,109.0,39.0,241.0,175.0,1.0,,311.0,28.0,114.0,214.0,1.0,1.0,2.0,7.0,109.0,32.0,198.0,16.0,34.0,0.0,,48.0,2.0,30.0,14.0,0.0,2.0,0.0,4.0,0.0,7.0,43.0
5735,Virginia,VA-504,Charlottesville CoC,Sheltered and Unsheltered Count,2016,157.0,111.0,33.0,17.0,16.0,51.0,105.0,1.0,,149.0,8.0,74.0,69.0,2.0,3.0,0.0,9.0,28.0,10.0,119.0,85.0,1.0,,128.0,7.0,58.0,64.0,2.0,2.0,0.0,9.0,28.0,10.0,97.0,2.0,20.0,0.0,,21.0,1.0,16.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0
5736,Virginia,VA-505,"Newport News, Hampton/Virginia Peninsula CoC",Sheltered and Unsheltered Count,2016,464.0,319.0,53.0,35.0,18.0,178.0,286.0,0.0,,437.0,27.0,145.0,300.0,2.0,2.0,1.0,14.0,91.0,23.0,350.0,239.0,0.0,,382.0,25.0,128.0,263.0,2.0,2.0,0.0,12.0,91.0,22.0,294.0,10.0,47.0,0.0,,55.0,2.0,17.0,37.0,0.0,0.0,1.0,2.0,0.0,1.0,56.0
5737,Virginia,VA-507,Portsmouth CoC,Sheltered and Unsheltered Count,2016,169.0,119.0,12.0,12.0,0.0,76.0,93.0,0.0,,163.0,6.0,21.0,139.0,4.0,3.0,0.0,2.0,25.0,8.0,136.0,57.0,0.0,,120.0,4.0,13.0,104.0,3.0,3.0,0.0,1.0,25.0,7.0,92.0,9.0,36.0,0.0,,43.0,2.0,8.0,35.0,1.0,0.0,0.0,1.0,0.0,1.0,44.0
5738,Virginia,VA-508,Lynchburg CoC,Sheltered and Unsheltered Count,2016,174.0,125.0,17.0,10.0,7.0,71.0,103.0,0.0,,163.0,11.0,88.0,75.0,0.0,3.0,0.0,8.0,33.0,16.0,125.0,84.0,0.0,,144.0,9.0,75.0,68.0,0.0,2.0,0.0,8.0,33.0,15.0,105.0,2.0,19.0,0.0,,19.0,2.0,13.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,20.0
5739,Virginia,VA-513,"Harrisburg, Winchester/Western Virginia CoC",Sheltered and Unsheltered Count,2016,268.0,173.0,69.0,63.0,6.0,111.0,157.0,0.0,,238.0,30.0,209.0,41.0,1.0,0.0,0.0,17.0,54.0,19.0,195.0,151.0,0.0,,231.0,30.0,204.0,39.0,1.0,0.0,0.0,17.0,54.0,19.0,188.0,1.0,6.0,0.0,,7.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
5740,Virginia,VA-514,"Fredericksburg/Spotsylvania, Stafford Counties CoC",Sheltered and Unsheltered Count,2016,209.0,127.0,13.0,5.0,8.0,89.0,120.0,0.0,,183.0,26.0,105.0,70.0,6.0,3.0,0.0,25.0,57.0,18.0,134.0,93.0,0.0,,152.0,23.0,82.0,63.0,6.0,2.0,0.0,22.0,57.0,11.0,107.0,7.0,27.0,0.0,,31.0,3.0,23.0,7.0,0.0,1.0,0.0,3.0,0.0,7.0,27.0
5741,Virginia,VA-521,Virginia Balance of State CoC,Sheltered and Unsheltered Count,2016,654.0,394.0,58.0,34.0,24.0,315.0,339.0,0.0,,613.0,41.0,381.0,230.0,1.0,10.0,1.0,31.0,164.0,77.0,413.0,235.0,0.0,,461.0,37.0,287.0,172.0,1.0,10.0,1.0,27.0,147.0,61.0,290.0,52.0,104.0,0.0,,152.0,4.0,94.0,58.0,0.0,0.0,0.0,4.0,17.0,16.0,123.0
5742,Virginia,VA-600,Arlington County CoC,Sheltered and Unsheltered Count,2016,174.0,124.0,41.0,28.0,13.0,133.0,41.0,0.0,,145.0,29.0,60.0,101.0,4.0,1.0,1.0,7.0,28.0,14.0,132.0,39.0,0.0,,134.0,21.0,47.0,96.0,3.0,1.0,1.0,7.0,28.0,14.0,113.0,17.0,2.0,0.0,,11.0,8.0,13.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0
5743,Virginia,VA-601,Fairfax County CoC,Sheltered and Unsheltered Count,2016,1059.0,484.0,149.0,106.0,43.0,485.0,573.0,1.0,,867.0,192.0,453.0,514.0,49.0,3.0,2.0,38.0,342.0,92.0,625.0,516.0,0.0,,814.0,171.0,405.0,492.0,47.0,3.0,2.0,36.0,342.0,91.0,552.0,16.0,57.0,1.0,,53.0,21.0,48.0,22.0,2.0,0.0,0.0,2.0,0.0,1.0,73.0
5744,Virginia,VA-602,Loudoun County CoC,Sheltered and Unsheltered Count,2016,134.0,65.0,16.0,9.0,7.0,65.0,69.0,0.0,,115.0,19.0,75.0,48.0,4.0,2.0,0.0,5.0,43.0,9.0,82.0,55.0,0.0,,98.0,17.0,60.0,44.0,4.0,2.0,0.0,5.0,43.0,8.0,64.0,5.0,14.0,0.0,,17.0,2.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0
5745,Virginia,VA-603,Alexandria CoC,Sheltered and Unsheltered Count,2016,224.0,129.0,47.0,36.0,11.0,88.0,135.0,1.0,,178.0,46.0,69.0,150.0,4.0,0.0,0.0,1.0,64.0,14.0,146.0,126.0,1.0,,166.0,46.0,59.0,148.0,4.0,0.0,0.0,1.0,64.0,14.0,134.0,3.0,9.0,0.0,,12.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
5746,Virginia,VA-604,Prince William County CoC,Sheltered and Unsheltered Count,2016,400.0,187.0,57.0,14.0,43.0,196.0,204.0,0.0,,351.0,49.0,138.0,223.0,1.0,1.0,2.0,35.0,135.0,20.0,245.0,140.0,0.0,,268.0,44.0,82.0,196.0,1.0,1.0,1.0,31.0,133.0,16.0,163.0,24.0,64.0,0.0,,83.0,5.0,56.0,27.0,0.0,0.0,1.0,4.0,2.0,4.0,82.0
5747,Virgin Islands,VI-500,Virgin Islands CoC,Sheltered and Unsheltered Count,2016,341.0,308.0,26.0,8.0,18.0,80.0,261.0,0.0,,304.0,37.0,51.0,257.0,1.0,6.0,1.0,25.0,22.0,8.0,311.0,56.0,0.0,,76.0,13.0,15.0,72.0,0.0,0.0,1.0,1.0,22.0,0.0,67.0,47.0,205.0,0.0,,228.0,24.0,36.0,185.0,1.0,6.0,0.0,24.0,0.0,8.0,244.0
5748,Vermont,VT-500,Vermont Balance of State CoC,Sheltered and Unsheltered Count,2016,785.0,450.0,59.0,44.0,15.0,350.0,434.0,1.0,,729.0,56.0,713.0,43.0,2.0,6.0,0.0,21.0,191.0,98.0,496.0,374.0,1.0,,643.0,48.0,625.0,41.0,2.0,4.0,0.0,19.0,182.0,86.0,423.0,34.0,60.0,0.0,,86.0,8.0,88.0,2.0,0.0,2.0,0.0,2.0,9.0,12.0,73.0
5749,Vermont,VT-501,Burlington/Chittenden County CoC,Sheltered and Unsheltered Count,2016,332.0,205.0,68.0,37.0,31.0,124.0,206.0,2.0,,311.0,21.0,255.0,45.0,4.0,6.0,0.0,22.0,72.0,27.0,233.0,157.0,2.0,,252.0,18.0,206.0,41.0,1.0,4.0,0.0,18.0,72.0,24.0,174.0,13.0,49.0,0.0,,59.0,3.0,49.0,4.0,3.0,2.0,0.0,4.0,0.0,3.0,59.0
5750,Washington,WA-500,Seattle/King County CoC,Sheltered and Unsheltered Count,2016,10730.0,7748.0,814.0,456.0,358.0,3587.0,7111.0,32.0,,9233.0,1497.0,4969.0,3353.0,380.0,611.0,263.0,1154.0,1703.0,967.0,8060.0,3701.0,16.0,,5272.0,953.0,2691.0,2405.0,206.0,202.0,153.0,568.0,1674.0,633.0,3918.0,1079.0,3410.0,16.0,,3961.0,544.0,2278.0,948.0,174.0,409.0,110.0,586.0,29.0,334.0,4142.0
5751,Washington,WA-501,Washington Balance of State CoC,Sheltered and Unsheltered Count,2016,5706.0,3392.0,860.0,176.0,684.0,2510.0,3183.0,13.0,,4629.0,1077.0,4679.0,266.0,40.0,380.0,79.0,262.0,1312.0,479.0,3915.0,1568.0,10.0,,2499.0,608.0,2461.0,178.0,19.0,205.0,59.0,185.0,1003.0,272.0,1832.0,981.0,1615.0,3.0,,2130.0,469.0,2218.0,88.0,21.0,175.0,20.0,77.0,309.0,207.0,2083.0
5752,Washington,WA-502,Spokane City & County CoC,Sheltered and Unsheltered Count,2016,981.0,677.0,188.0,94.0,94.0,422.0,559.0,0.0,,925.0,56.0,774.0,58.0,4.0,48.0,20.0,77.0,206.0,69.0,706.0,441.0,0.0,,766.0,43.0,639.0,54.0,2.0,37.0,19.0,58.0,202.0,52.0,555.0,54.0,118.0,0.0,,159.0,13.0,135.0,4.0,2.0,11.0,1.0,19.0,4.0,17.0,151.0
5753,Washington,WA-503,"Tacoma, Lakewood/Pierce County CoC",Sheltered and Unsheltered Count,2016,1762.0,1062.0,388.0,182.0,206.0,781.0,979.0,2.0,,1605.0,157.0,591.0,285.0,15.0,51.0,41.0,779.0,410.0,140.0,1212.0,666.0,2.0,,1139.0,129.0,373.0,187.0,10.0,30.0,35.0,633.0,380.0,107.0,781.0,181.0,313.0,0.0,,466.0,28.0,218.0,98.0,5.0,21.0,6.0,146.0,30.0,33.0,431.0
5754,Washington,WA-504,Everett/Snohomish County CoC,Sheltered and Unsheltered Count,2016,960.0,702.0,254.0,43.0,211.0,377.0,576.0,7.0,,855.0,105.0,724.0,77.0,29.0,21.0,27.0,82.0,181.0,70.0,709.0,265.0,3.0,,445.0,44.0,333.0,57.0,19.0,4.0,10.0,66.0,155.0,33.0,301.0,156.0,311.0,4.0,,410.0,61.0,391.0,20.0,10.0,17.0,17.0,16.0,26.0,37.0,408.0
